,gameId,season_x,week,lastName,firstName,position,uniformNumber,opponent,team,att,comp,passYds,passTds,ints,sacks,sackYds,rush,rushYds,rushTds,rec,recYds,recTds,QB Rating,season_y,type,surface,temperature,conditions,windSpeed
17586,4457,2018,5,Allen,Josh,QB,17,Titans,Bills,19,10,82,0,1,1,3,4,19,1,0,0,0,41.99561403508772,2018,Regular,Turf,61.0,overcast,12.75
17596,4460,2018,5,Keenum,C,QB,7,Jets,Broncos,51,35,377,2,1,4,33,0,0,0,0,0,0,94.97549019607843,2018,Regular,Turf,76.0,overcast,3.36
17608,4455,2018,5,Mayfield,Baker,QB,6,Ravens,Browns,43,25,342,1,1,5,38,2,23,0,0,0,0,81.73449612403103,2018,Regular,Grass,71.0,overcast,11.41
17620,4463,2018,5,Rosen,Josh,QB,3,49ers,Cardinals,25,10,170,1,0,1,6,3,-3,0,0,0,0,77.08333333333334,2018,Regular,Grass,78.0,clear sky,10.29
17628,4462,2018,5,Rivers,P,QB,17,Raiders,Chargers,27,22,339,2,0,1,6,3,-2,0,0,0,0,146.99074074074073,2018,Regular,Grass,75.0,clear sky,10.29
17639,4461,2018,5,Mahomes,Patrick,QB,15,Jaguars,Chiefs,38,22,313,0,2,1,15,4,13,1,0,0,0,62.71929824561404,2018,Regular,Grass,58.0,overcast,4.7
17649,4453,2018,5,Luck,A,QB,12,Patriots,Colts,59,38,365,3,2,1,10,0,0,0,0,0,0,84.35734463276837,2018,Regular,Turf,68.0,mostly cloudy,4.7
17671,4454,2018,5,Tannehill,R,QB,17,Bengals,Dolphins,35,20,185,1,2,3,16,3,17,0,0,0,0,57.44047619047619,2018,Regular,Turf,84.0,clear sky,3.49
17681,4464,2018,5,Wentz,C,QB,11,Vikings,Eagles,35,24,311,2,0,3,28,5,26,0,0,0,0,115.29761904761904,2018,Regular,Grass,79.0,partly cloudy,5.82
17692,4459,2018,5,Ryan,M,QB,2,Steelers,Falcons,38,26,285,1,0,6,43,1,10,0,0,0,0,99.12280701754386,2018,Regular,Grass,81.0,clear sky,6.93
17706,4456,2018,5,Manning,E,QB,10,Panthers,Giants,36,22,326,2,2,1,1,1,2,0,0,0,0,86.1111111111111,2018,Regular,Grass,79.0,overcast,4.7
17715,4461,2018,5,Bortles,B,QB,5,Chiefs,Jaguars,61,33,430,1,4,5,29,4,34,1,0,0,0,54.67896174863388,2018,Regular,Grass,58.0,overcast,4.7
17727,4460,2018,5,Darnold,Sam,QB,14,Broncos,Jets,22,10,198,3,1,1,9,3,5,0,0,0,0,103.97727272727273,2018,Regular,Turf,76.0,overcast,3.36
17757,4456,2018,5,Newton,C,QB,1,Giants,Panthers,35,21,237,2,2,1,5,8,29,0,0,0,0,75.53571428571429,2018,Regular,Grass,79.0,overcast,4.7
17768,4453,2018,5,Brady,T,QB,12,Colts,Patriots,44,34,341,3,2,0,0,3,-1,1,0,0,0,102.55681818181819,2018,Regular,Turf,68.0,mostly cloudy,4.7
17777,4462,2018,5,Carr,D,QB,5,Chargers,Raiders,33,24,268,1,1,3,20,1,5,0,0,0,0,94.00252525252526,2018,Regular,Grass,75.0,clear sky,10.29
17788,4465,2018,5,Goff,J,QB,16,Seahawks,Rams,32,23,321,1,2,0,0,5,15,0,0,0,0,88.15104166666666,2018,Regular,Turf,53.0,rain,5.82
17796,4455,2018,5,Flacco,J,QB,5,Browns,Ravens,56,29,298,0,1,2,4,2,13,0,0,0,0,59.9702380952381,2018,Regular,Grass,71.0,overcast,11.41
17821,4465,2018,5,Wilson,R,QB,3,Rams,Seahawks,21,13,198,3,0,2,15,0,0,0,0,0,0,140.57539682539684,2018,Regular,Turf,53.0,rain,5.82
17832,4459,2018,5,Roethlisberger,B,QB,7,Falcons,Steelers,29,19,250,3,1,0,0,2,16,0,0,0,0,112.71551724137932,2018,Regular,Grass,81.0,clear sky,6.93
17853,4457,2018,5,Mariota,M,QB,8,Bills,Titans,26,14,129,0,1,2,8,2,10,0,0,0,0,51.602564102564095,2018,Regular,Turf,61.0,overcast,12.75
17863,4464,2018,5,Cousins,K,QB,12,Eagles,Vikings,37,30,301,1,0,1,3,5,1,0,0,0,0,112.55630630630631,2018,Regular,Grass,79.0,partly cloudy,5.82
17886,4482,2018,6,Beathard,C.J.,QB,3,Packers,49ers,23,16,245,2,1,2,18,3,21,0,0,0,0,115.30797101449275,2018,Regular,Grass,35.0,clear sky,4.7
17894,4473,2018,6,Trubisky,Mitchell,QB,10,Dolphins,Bears,31,22,316,3,1,2,13,8,47,0,0,0,0,122.51344086021507,2018,Regular,Grass,88.0,partly cloudy,6.93
17903,4471,2018,6,Dalton,A,QB,14,Steelers,Bengals,42,26,229,2,0,3,16,0,0,0,0,0,0,92.26190476190476,2018,Regular,Turf,53.0,mostly cloudy,3.36
17923,4478,2018,6,Keenum,C,QB,7,Rams,Broncos,41,25,322,2,1,2,25,1,6,0,0,0,0,91.71747967479675,2018,Regular,Grass,23.0,mostly cloudy,10.29
17935,4469,2018,6,Mayfield,Baker,QB,6,Chargers,Browns,46,22,238,1,2,5,24,2,8,0,0,0,0,52.62681159420289,2018,Regular,Grass,53.0,clear sky,3.36
17966,4469,2018,6,Rivers,P,QB,17,Browns,Chargers,20,11,207,2,1,1,12,0,0,0,0,0,0,103.54166666666667,2018,Regular,Grass,53.0,clear sky,3.36
17980,4481,2018,6,Mahomes,Patrick,QB,15,Patriots,Chiefs,36,23,352,4,2,0,0,2,9,0,0,0,0,109.9537037037037,2018,Regular,Turf,45.0,overcast,3.38
17987,4477,2018,6,Luck,A,QB,12,Jets,Colts,43,23,301,4,3,0,0,2,7,0,0,0,0,77.76162790697674,2018,Regular,Turf,57.0,overcast,5.5
18010,4473,2018,6,Osweiler,B,QB,6,Bears,Dolphins,44,28,380,3,2,0,0,2,8,0,0,0,0,94.88636363636363,2018,Regular,Grass,88.0,partly cloudy,6.93
18020,4468,2018,6,Wentz,C,QB,11,Giants,Eagles,36,26,278,3,0,1,7,2,14,0,0,0,0,122.22222222222223,2018,Regular,Turf,70.0,light rain,3.0
18039,4468,2018,6,Manning,E,QB,10,Eagles,Giants,43,24,281,0,1,4,27,0,0,0,0,0,0,66.13372093023257,2018,Regular,Turf,70.0,light rain,3.0
18058,4477,2018,6,Darnold,Sam,QB,14,Colts,Jets,30,24,280,2,1,2,13,6,8,0,0,0,0,115.97222222222223,2018,Regular,Turf,57.0,overcast,5.5
18068,4482,2018,6,Rodgers,A,QB,12,49ers,Packers,46,25,425,2,0,3,20,3,34,0,0,0,0,100.36231884057972,2018,Regular,Grass,35.0,clear sky,4.7
18078,4474,2018,6,Newton,C,QB,1,Washington,Panthers,40,27,275,2,1,1,8,9,43,0,0,0,0,93.22916666666666,2018,Regular,Grass,54.0,overcast,3.6
18087,4481,2018,6,Brady,T,QB,12,Chiefs,Patriots,35,24,340,1,0,2,7,3,2,1,0,0,0,109.22619047619047,2018,Regular,Turf,45.0,overcast,3.38
18097,4475,2018,6,Carr,D,QB,5,Seahawks,Raiders,31,23,142,0,0,6,36,4,31,0,0,0,0,82.99731182795699,2018,Regular,Grass,52.0,overcast,10.0
18108,4478,2018,6,Goff,J,QB,16,Broncos,Rams,28,14,201,0,1,5,27,4,14,0,0,0,0,58.779761904761905,2018,Regular,Grass,23.0,mostly cloudy,10.29
18117,4480,2018,6,Flacco,J,QB,5,Titans,Ravens,37,25,238,1,1,0,0,3,4,0,0,0,0,82.9391891891892,2018,Regular,Grass,68.0,rain,8.55
18130,4475,2018,6,Wilson,R,QB,3,Raiders,Seahawks,23,17,222,3,1,1,8,6,20,0,0,0,0,129.2572463768116,2018,Regular,Grass,52.0,overcast,10.0
18141,4471,2018,6,Roethlisberger,B,QB,7,Bengals,Steelers,46,32,369,1,0,0,0,1,-1,0,1,-1,0,100.72463768115942,2018,Regular,Turf,53.0,mostly cloudy,3.36
18161,4480,2018,6,Mariota,M,QB,8,Ravens,Titans,15,10,117,0,0,11,66,2,25,0,0,0,0,90.13888888888889,2018,Regular,Grass,68.0,rain,8.55
18181,4474,2018,6,Smith,A,QB,11,Panthers,Washington,36,21,163,2,0,3,13,6,13,0,0,0,0,88.07870370370371,2018,Regular,Grass,54.0,overcast,3.6
18193,4495,2018,7,Beathard,C.J.,QB,3,Rams,49ers,27,15,170,1,2,7,49,2,13,0,0,0,0,56.09567901234568,2018,Regular,Grass,64.0,clear sky,8.05
18205,4489,2018,7,Trubisky,Mitchell,QB,10,Patriots,Bears,50,26,333,2,2,2,14,6,81,1,0,0,0,69.83333333333334,2018,Regular,Grass,46.0,clear sky,8.05
18217,4491,2018,7,Dalton,A,QB,14,Chiefs,Bengals,29,15,148,1,1,2,13,0,0,0,0,0,0,63.57758620689656,2018,Regular,Grass,56.0,clear sky,13.87
18249,4486,2018,7,Mayfield,Baker,QB,6,Buccaneers,Browns,34,23,215,2,0,5,29,4,43,0,0,0,0,104.41176470588236,2018,Regular,Grass,82.0,clear sky,4.7
18259,4486,2018,7,Winston,J,QB,3,Browns,Buccaneers,52,32,365,0,2,4,23,10,55,1,0,0,0,66.58653846153845,2018,Regular,Grass,82.0,clear sky,4.7
18279,4484,2018,7,Rivers,P,QB,17,Titans,Chargers,26,19,306,2,0,2,9,1,-1,0,0,0,0,137.6602564102564,2018,Regular,Grass,66.0,clear sky,6.0
18289,4491,2018,7,Mahomes,Patrick,QB,15,Bengals,Chiefs,39,28,358,4,1,2,5,4,45,0,0,0,0,123.66452991452992,2018,Regular,Grass,56.0,clear sky,13.87
18308,4494,2018,7,Prescott,D,QB,4,Washington,Cowboys,35,22,273,1,0,4,23,6,33,1,0,0,0,96.48809523809523,2018,Regular,Grass,51.0,clear sky,14.99
18319,4492,2018,7,Osweiler,B,QB,6,Lions,Dolphins,31,22,239,2,0,4,24,1,2,0,0,0,0,114.85215053763443,2018,Regular,Grass,89.0,partly cloudy,8.05
18328,4487,2018,7,Wentz,C,QB,11,Panthers,Eagles,37,30,310,2,0,3,16,3,3,0,0,0,0,122.57882882882882,2018,Regular,Grass,48.0,mostly cloudy,14.99
18359,4485,2018,7,Bortles,B,QB,5,Texans,Jaguars,12,6,61,0,0,0,0,6,30,0,0,0,0,64.93055555555554,2018,Regular,Grass,72.0,partly cloudy,18.34
18360,4485,2018,7,Kessler,C,QB,6,Texans,Jaguars,30,21,156,1,1,4,28,2,8,0,0,0,0,79.30555555555556,2018,Regular,Grass,72.0,partly cloudy,18.34
18370,4488,2018,7,Darnold,Sam,QB,14,Vikings,Jets,42,17,206,1,3,3,14,6,18,1,0,0,0,34.42460317460318,2018,Regular,Turf,47.0,overcast,19.46
18383,4492,2018,7,Stafford,M,QB,9,Dolphins,Lions,22,18,217,2,0,1,8,4,9,0,0,0,0,141.66666666666669,2018,Regular,Grass,89.0,partly cloudy,8.05
18393,4487,2018,7,Newton,C,QB,1,Eagles,Panthers,39,25,269,2,0,2,19,7,49,0,0,0,0,101.33547008547008,2018,Regular,Grass,48.0,mostly cloudy,14.99
18402,4489,2018,7,Brady,T,QB,12,Bears,Patriots,36,25,277,3,1,1,4,1,6,0,0,0,0,108.21759259259258,2018,Regular,Grass,46.0,clear sky,8.05
18412,4495,2018,7,Goff,J,QB,16,49ers,Rams,24,18,202,2,0,2,17,3,4,0,0,0,0,127.43055555555556,2018,Regular,Grass,64.0,clear sky,8.05
18422,4493,2018,7,Flacco,J,QB,5,Saints,Ravens,39,23,279,2,0,1,10,1,4,0,0,0,0,98.13034188034187,2018,Regular,Grass,52.0,mostly cloudy,14.99
18436,4493,2018,7,Brees,D,QB,9,Ravens,Saints,30,22,212,2,0,1,7,4,3,0,0,0,0,114.8611111111111,2018,Regular,Grass,52.0,mostly cloudy,14.99
18444,4485,2018,7,Watson,Deshaun,QB,4,Jaguars,Texans,24,12,139,1,0,1,8,7,13,0,0,0,0,81.77083333333334,2018,Regular,Grass,72.0,partly cloudy,18.34
18452,4484,2018,7,Mariota,M,QB,8,Chargers,Titans,32,24,237,1,1,2,11,7,38,0,0,0,0,92.83854166666666,2018,Regular,Grass,66.0,clear sky,6.0
18463,4488,2018,7,Cousins,K,QB,12,Jets,Vikings,40,25,241,2,0,1,13,2,-1,0,0,0,0,95.9375,2018,Regular,Turf,47.0,overcast,19.46
18473,4494,2018,7,Smith,A,QB,11,Cowboys,Washington,25,14,178,1,0,1,3,4,16,0,0,0,0,91.75,2018,Regular,Grass,51.0,clear sky,14.99
18493,4504,2018,8,Trubisky,Mitchell,QB,10,Jets,Bears,29,16,220,2,0,2,4,6,51,0,0,0,0,102.6580459770115,2018,Regular,Grass,48.0,overcast,18.34
18502,4503,2018,8,Dalton,A,QB,14,Buccaneers,Bengals,34,21,280,2,0,2,16,3,10,0,0,0,0,107.47549019607843,2018,Regular,Turf,55.0,overcast,13.87
18512,4510,2018,8,Anderson,D,QB,3,Patriots,Bills,39,22,290,0,1,3,26,1,-1,0,0,0,0,69.39102564102564,2018,Regular,Turf,46.0,overcast,16.0
18525,4499,2018,8,Keenum,C,QB,7,Chiefs,Broncos,34,23,262,2,1,5,40,1,9,0,0,0,0,97.91666666666666,2018,Regular,Grass,61.0,clear sky,11.41
18535,4500,2018,8,Mayfield,Baker,QB,6,Steelers,Browns,36,22,180,2,1,2,17,1,9,0,0,0,0,80.78703703703704,2018,Regular,Grass,47.0,overcast,12.75
18546,4503,2018,8,Winston,J,QB,3,Bengals,Buccaneers,35,18,276,1,4,5,20,3,18,0,0,0,0,39.70238095238094,2018,Regular,Turf,55.0,overcast,13.87
18547,4503,2018,8,Fitzpatrick,R,QB,12,Bengals,Buccaneers,15,11,194,2,0,1,0,1,18,0,0,0,0,161.52777777777777,2018,Regular,Turf,55.0,overcast,13.87
18568,4499,2018,8,Mahomes,Patrick,QB,15,Broncos,Chiefs,34,24,303,4,1,2,12,2,-1,0,0,0,0,125.00000000000003,2018,Regular,Grass,61.0,clear sky,11.41
18576,4506,2018,8,Luck,A,QB,12,Raiders,Colts,31,22,239,3,0,0,0,2,-2,0,0,0,0,125.60483870967742,2018,Regular,Grass,72.0,clear sky,6.93
18597,4498,2018,8,Wentz,C,QB,11,Jaguars,Eagles,30,21,286,3,1,4,24,6,28,0,1,4,0,119.58333333333331,2018,Regular,Grass,48.0,partly cloudy,12.0
18608,4501,2018,8,Manning,E,QB,10,Washington,Giants,47,30,316,1,2,7,50,0,0,0,0,0,0,72.65070921985816,2018,Regular,Turf,51.0,overcast,9.42
18617,4498,2018,8,Bortles,B,QB,5,Eagles,Jaguars,41,24,286,1,0,4,21,8,43,0,0,0,0,88.05894308943088,2018,Regular,Grass,48.0,partly cloudy,12.0
18627,4504,2018,8,Darnold,Sam,QB,14,Bears,Jets,29,14,153,1,0,1,3,5,22,0,0,0,0,75.79022988505747,2018,Regular,Grass,48.0,overcast,18.34
18648,4508,2018,8,Rodgers,A,QB,12,Rams,Packers,30,18,286,1,0,3,33,1,5,0,0,0,0,102.91666666666666,2018,Regular,Grass,78.0,overcast,6.93
18659,4505,2018,8,Newton,C,QB,1,Ravens,Panthers,29,21,219,2,0,0,0,10,52,1,0,0,0,116.88218390804599,2018,Regular,Grass,62.0,clear sky,10.29
18670,4510,2018,8,Brady,T,QB,12,Bills,Patriots,45,29,324,0,0,2,13,1,8,0,0,0,0,85.78703703703704,2018,Regular,Turf,46.0,overcast,16.0
18681,4506,2018,8,Carr,D,QB,5,Colts,Raiders,28,21,244,3,0,0,0,2,0,1,0,0,0,136.60714285714286,2018,Regular,Grass,72.0,clear sky,6.93
18692,4508,2018,8,Goff,J,QB,16,Packers,Rams,35,19,295,3,0,5,26,5,7,0,0,0,0,111.01190476190477,2018,Regular,Grass,78.0,overcast,6.93
18702,4505,2018,8,Flacco,J,QB,5,Panthers,Ravens,39,22,192,1,2,2,14,2,14,0,0,0,0,56.784188034188034,2018,Regular,Grass,62.0,clear sky,10.29
18733,4500,2018,8,Roethlisberger,B,QB,7,Browns,Steelers,36,24,257,2,1,1,4,2,6,0,0,0,0,94.32870370370371,2018,Regular,Grass,47.0,overcast,12.75
18765,4501,2018,8,Smith,A,QB,11,Giants,Washington,32,20,178,1,0,0,0,3,13,0,0,0,0,87.76041666666666,2018,Regular,Turf,51.0,overcast,9.42
18776,4511,2018,9,Mullens,Nick,QB,4,Raiders,49ers,22,16,262,3,0,0,0,4,-3,0,0,0,0,157.7651515151515,2018,Regular,Grass,79.0,clear sky,8.05
18787,4513,2018,9,Trubisky,Mitchell,QB,10,Bills,Bears,20,12,135,1,1,1,9,1,6,0,0,0,0,76.04166666666666,2018,Regular,Turf,48.0,partly cloudy,11.41
18796,4513,2018,9,Peterman,Nathan,QB,18,Bears,Bills,49,31,188,0,3,4,22,8,47,1,0,0,0,45.280612244897966,2018,Regular,Turf,48.0,partly cloudy,11.41
18808,4519,2018,9,Keenum,C,QB,7,Texans,Broncos,42,26,290,1,0,2,17,0,0,0,0,0,0,90.37698412698413,2018,Regular,Grass,50.0,overcast,6.93
18817,4515,2018,9,Mayfield,Baker,QB,6,Chiefs,Browns,42,29,297,2,1,2,22,0,0,0,0,0,0,95.03968253968254,2018,Regular,Grass,54.0,clear sky,11.41
18830,4514,2018,9,Fitzpatrick,R,QB,12,Panthers,Buccaneers,40,24,243,4,2,3,24,5,23,0,0,0,0,89.89583333333333,2018,Regular,Grass,61.0,clear sky,6.93
18841,4520,2018,9,Rivers,P,QB,17,Seahawks,Chargers,26,13,228,2,0,2,13,0,0,0,0,0,0,105.92948717948718,2018,Regular,Turf,59.0,clear sky,11.41
18851,4515,2018,9,Mahomes,Patrick,QB,15,Browns,Chiefs,32,23,375,3,1,2,15,2,18,0,0,0,0,129.03645833333331,2018,Regular,Grass,54.0,clear sky,11.41
18868,4516,2018,9,Osweiler,B,QB,6,Jets,Dolphins,24,15,139,0,0,4,35,3,4,0,0,0,0,78.29861111111111,2018,Regular,Grass,86.0,mostly cloudy,12.75
18878,4518,2018,9,Ryan,M,QB,2,Washington,Falcons,38,26,350,4,1,2,13,0,0,0,0,0,0,121.60087719298247,2018,Regular,Grass,56.0,clear sky,5.82
18887,4516,2018,9,Darnold,Sam,QB,14,Dolphins,Jets,39,21,229,0,4,4,27,0,0,0,0,0,0,28.685897435897438,2018,Regular,Grass,86.0,mostly cloudy,12.75
18910,4522,2018,9,Rodgers,A,QB,12,Patriots,Packers,43,24,259,2,0,1,9,4,8,0,0,0,0,89.19573643410853,2018,Regular,Turf,41.0,clear sky,4.7
18920,4514,2018,9,Newton,C,QB,1,Buccaneers,Panthers,25,19,247,2,0,2,19,11,33,0,0,0,0,133.25000000000003,2018,Regular,Grass,61.0,clear sky,6.93
18930,4522,2018,9,Brady,T,QB,12,Packers,Patriots,35,22,294,1,0,2,21,5,-1,0,0,0,0,98.98809523809523,2018,Regular,Turf,41.0,clear sky,4.7
18940,4511,2018,9,Carr,D,QB,5,49ers,Raiders,21,16,171,0,0,6,26,3,5,0,0,0,0,99.50396825396824,2018,Regular,Grass,79.0,clear sky,8.05
18962,4512,2018,9,Flacco,J,QB,5,Steelers,Ravens,37,23,206,0,0,2,14,0,0,0,0,0,0,77.08333333333334,2018,Regular,Grass,56.0,clear sky,5.82
18983,4520,2018,9,Wilson,R,QB,3,Chargers,Seahawks,39,26,235,2,1,4,33,5,41,0,0,0,0,89.15598290598291,2018,Regular,Turf,59.0,clear sky,11.41
18993,4512,2018,9,Roethlisberger,B,QB,7,Ravens,Steelers,47,28,270,2,0,1,10,2,4,1,0,0,0,89.84929078014184,2018,Regular,Grass,56.0,clear sky,5.82
19004,4519,2018,9,Watson,Deshaun,QB,4,Broncos,Texans,24,17,213,2,0,4,21,6,38,0,0,0,0,125.86805555555556,2018,Regular,Grass,50.0,overcast,6.93
19032,4518,2018,9,Smith,A,QB,11,Falcons,Washington,46,30,306,1,1,3,19,1,22,0,0,0,0,82.33695652173913,2018,Regular,Grass,56.0,clear sky,5.82
19043,4537,2018,10,Mullens,Nick,QB,4,Giants,49ers,39,27,250,1,2,0,0,2,1,0,0,0,0,73.66452991452991,2018,Regular,Grass,57.0,haze,1.7
19052,4527,2018,10,Trubisky,Mitchell,QB,10,Lions,Bears,30,23,355,3,0,1,7,3,18,1,0,0,0,148.61111111111114,2018,Regular,Grass,38.0,mostly cloudy,11.41
19061,4526,2018,10,Dalton,A,QB,14,Saints,Bengals,20,12,153,1,2,4,24,1,8,0,0,0,0,58.958333333333336,2018,Regular,Turf,41.0,partly cloudy,5.82
19073,4531,2018,10,Barkley,M,QB,2,Jets,Bills,25,15,232,3,0,1,8,3,-2,0,0,0,0,130.75,2018,Regular,Turf,46.0,clear sky,8.08
19084,4525,2018,10,Mayfield,Baker,QB,6,Falcons,Browns,20,17,216,3,0,0,0,6,20,0,0,0,0,167.91666666666666,2018,Regular,Grass,39.0,clear sky,10.29
19094,4530,2018,10,Fitzpatrick,R,QB,12,Washington,Buccaneers,41,29,406,0,2,2,8,8,35,0,0,0,0,81.96138211382114,2018,Regular,Grass,82.0,clear sky,4.7
19104,4532,2018,10,Rosen,Josh,QB,3,Chiefs,Cardinals,39,22,208,1,2,5,42,1,-1,0,0,0,0,58.493589743589745,2018,Regular,Grass,46.0,clear sky,3.36
19114,4534,2018,10,Rivers,P,QB,17,Raiders,Chargers,26,18,223,2,1,1,1,1,1,0,0,0,0,105.12820512820514,2018,Regular,Grass,69.0,haze,16.0
19125,4532,2018,10,Mahomes,Patrick,QB,15,Cardinals,Chiefs,28,21,249,2,0,5,37,4,21,0,0,0,0,125.44642857142856,2018,Regular,Grass,46.0,clear sky,3.36
19145,4536,2018,10,Prescott,D,QB,4,Eagles,Cowboys,36,26,270,1,0,4,31,6,9,1,0,0,0,102.77777777777779,2018,Regular,Grass,33.0,clear sky,2.59
19156,4528,2018,10,Osweiler,B,QB,6,Packers,Dolphins,37,23,213,0,1,6,50,1,0,0,0,0,0,66.61036036036036,2018,Regular,Grass,32.0,overcast,8.05
19169,4536,2018,10,Wentz,C,QB,11,Cowboys,Eagles,44,32,360,2,1,2,10,2,7,0,0,0,0,102.46212121212122,2018,Regular,Grass,33.0,clear sky,2.59
19178,4525,2018,10,Ryan,M,QB,2,Browns,Falcons,52,38,330,2,0,2,19,3,13,0,0,0,0,102.24358974358974,2018,Regular,Grass,39.0,clear sky,10.29
19191,4537,2018,10,Manning,E,QB,10,49ers,Giants,31,19,188,3,0,1,8,0,0,0,0,0,0,110.68548387096774,2018,Regular,Grass,57.0,haze,1.7
19215,4531,2018,10,McCown,J,QB,12,Bills,Jets,34,17,135,0,2,3,19,1,4,0,0,0,0,35.7843137254902,2018,Regular,Turf,46.0,clear sky,8.08
19228,4527,2018,10,Stafford,M,QB,9,Bears,Lions,42,25,274,2,2,6,45,2,9,0,0,0,0,74.90079365079364,2018,Regular,Grass,38.0,mostly cloudy,11.41
19240,4528,2018,10,Rodgers,A,QB,12,Dolphins,Packers,28,19,199,2,0,2,17,6,21,0,0,0,0,112.05357142857142,2018,Regular,Grass,32.0,overcast,8.05
19249,4524,2018,10,Newton,C,QB,1,Steelers,Panthers,29,23,193,2,1,5,46,2,10,0,0,0,0,104.52586206896552,2018,Regular,Grass,36.0,clear sky,5.82
19258,4529,2018,10,Brady,T,QB,12,Titans,Patriots,41,21,254,0,0,3,23,1,0,0,1,6,0,70.57926829268291,2018,Regular,Grass,51.0,clear sky,3.36
19272,4534,2018,10,Carr,D,QB,5,Chargers,Raiders,37,24,243,0,0,4,40,2,2,0,0,0,0,83.50225225225225,2018,Regular,Grass,69.0,haze,16.0
19282,4535,2018,10,Goff,J,QB,16,Seahawks,Rams,39,28,318,2,0,2,11,3,3,0,0,0,0,112.98076923076923,2018,Regular,Grass,75.0,clear sky,1.0
19292,4526,2018,10,Brees,D,QB,9,Bengals,Saints,25,22,265,3,0,0,0,2,3,1,0,0,0,159.58333333333334,2018,Regular,Turf,41.0,partly cloudy,5.82
19304,4535,2018,10,Wilson,R,QB,3,Rams,Seahawks,26,17,176,3,0,4,35,9,92,0,0,0,0,123.23717948717949,2018,Regular,Grass,75.0,clear sky,1.0
19315,4524,2018,10,Roethlisberger,B,QB,7,Panthers,Steelers,25,22,328,5,0,1,6,3,27,0,0,0,0,196.75,2018,Regular,Grass,36.0,clear sky,5.82
19326,4529,2018,10,Mariota,M,QB,8,Patriots,Titans,24,16,228,2,0,2,14,2,21,0,1,21,0,125.0,2018,Regular,Grass,51.0,clear sky,3.36
19336,4530,2018,10,Smith,A,QB,11,Buccaneers,Washington,27,19,178,1,0,3,8,2,16,0,0,0,0,100.54012345679013,2018,Regular,Grass,82.0,clear sky,4.7
19345,4539,2018,11,Trubisky,Mitchell,QB,10,Vikings,Bears,31,20,165,1,2,1,5,10,43,0,0,0,0,61.895161290322584,2018,Regular,Grass,34.0,partly cloudy,7.52
19356,4540,2018,11,Dalton,A,QB,14,Ravens,Bengals,36,19,211,2,0,1,4,2,29,0,0,0,0,89.00462962962963,2018,Regular,Grass,50.0,overcast,6.62
19370,4548,2018,11,Keenum,C,QB,7,Chargers,Broncos,32,19,205,0,0,0,0,0,0,0,0,0,0,78.25520833333334,2018,Regular,Grass,71.0,clear sky,1.25
19381,4545,2018,11,Fitzpatrick,R,QB,12,Giants,Buccaneers,21,13,167,0,3,1,7,4,14,1,0,0,0,27.28174603174604,2018,Regular,Turf,40.0,overcast,3.04
19382,4545,2018,11,Winston,J,QB,3,Giants,Buccaneers,16,12,199,2,1,0,0,5,16,0,0,0,0,132.03125,2018,Regular,Turf,40.0,overcast,3.04
19403,4548,2018,11,Rivers,P,QB,17,Broncos,Chargers,43,28,401,2,2,3,17,1,-4,0,0,0,0,91.32751937984497,2018,Regular,Grass,71.0,clear sky,1.25
19414,4550,2018,11,Mahomes,Patrick,QB,15,Rams,Chiefs,46,33,478,6,3,3,30,6,28,0,0,0,0,121.46739130434783,2018,Regular,Grass,65.0,overcast,0.0
19465,4545,2018,11,Manning,E,QB,10,Buccaneers,Giants,18,17,231,2,0,3,26,1,-1,0,0,0,0,171.2962962962963,2018,Regular,Turf,40.0,overcast,3.04
19476,4549,2018,11,Bortles,B,QB,5,Steelers,Jaguars,18,10,104,0,0,6,40,2,17,0,0,0,0,72.45370370370371,2018,Regular,Grass,73.0,partly cloudy,8.0
19493,4538,2018,11,Rodgers,A,QB,12,Seahawks,Packers,30,21,332,2,0,5,21,1,3,0,0,0,0,128.75,2018,Regular,Turf,52.0,partly cloudy,8.05
19523,4550,2018,11,Goff,J,QB,16,Chiefs,Rams,49,31,413,4,0,5,34,4,6,1,0,0,0,117.13435374149658,2018,Regular,Grass,65.0,overcast,0.0
19534,4540,2018,11,Jackson,Lamar,QB,8,Bengals,Ravens,19,13,150,0,1,2,12,27,117,0,0,0,0,70.06578947368422,2018,Regular,Grass,50.0,overcast,6.62
19558,4538,2018,11,Wilson,R,QB,3,Packers,Seahawks,31,21,225,2,0,3,20,5,17,0,1,-11,0,110.28225806451613,2018,Regular,Turf,52.0,partly cloudy,8.05
19568,4549,2018,11,Roethlisberger,B,QB,7,Jaguars,Steelers,47,27,314,2,3,2,17,2,1,1,0,0,0,65.38120567375887,2018,Regular,Grass,73.0,partly cloudy,8.0
19577,4544,2018,11,Watson,Deshaun,QB,4,Washington,Texans,24,16,208,1,2,3,27,3,7,0,0,0,0,72.91666666666666,2018,Regular,Grass,50.0,overcast,6.62
19597,4539,2018,11,Cousins,K,QB,12,Bears,Vikings,46,30,262,2,2,2,16,1,5,0,0,0,0,76.53985507246377,2018,Regular,Grass,34.0,partly cloudy,7.52
19607,4544,2018,11,Smith,A,QB,11,Texans,Washington,27,12,135,0,2,3,22,4,33,0,0,0,0,29.089506172839506,2018,Regular,Grass,50.0,overcast,6.62
